handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,brand
product_0,Product,TRENDYOLMİLLA Siyah Yüksek Bel Toparlayıcı Örme Tayt TWOAW20TA0087,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.
Modelin Ölçüleri: Boy: 1.77, Göğüs: 80, Bel: 57, Kalça: 87
Mankenin üzerindeki ürün S/36 bedendir.
%75 Viskon %20 Elastan %5 Polyester, Örme Kumaş
Ürünlerimiz TRENDYOL etiketi ile gönderilecektir.
Stüdyo çekimlerinde renkler ışık farklılığından dolayı değişiklik gösterebilir.
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.",https://cdn.dsmcdn.com/mnresize/128/192/ty153/product/media/images/20210806/13/116221695/149968690/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty153/product/media/images/20210805/13/115856169/90270391/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty154/product/media/images/20210805/13/115856169/127728961/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty155/product/media/images/20210805/13/115856169/81372129/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty153/product/media/images/20210805/13/115856169/81121361/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty155/product/media/images/20210805/13/115856169/145949632/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty173/product/media/images/20210909/13/127942185/56696304/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty153/product/media/images/20210805/13/115856169/78811653/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty160/product/media/images/20210818/11/119425521/141332889/1/1_org_zoom.jpg,2/ All Clothes,,,69.99,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,XXS;XS;S;M;L;XL;2XL,Color,COLOR,Lila;Mürdüm;Açık Mavi;Lacivert;Bordo;Gül Kurusu;Siyah;Antrasit;Gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1,Product,Voven Kadın Siyah Yüksek Bel Toparlayıcı Tayt AS-TYT5342,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün Modaruba tarafından gönderilecektir.
0%95 polyester
%5 likra
numune bedeni : S/36/1
modelin ölçüleri:
boy: 1.76
göğüs: 85",https://cdn.dsmcdn.com/mnresize/128/192/ty210/product/media/images/20211027/16/157876048/142961784/2/2_org_zoom.jpg;https://cdn.dsmcdn.com/ty196/product/media/images/20211014/0/146799177/79610955/1/1_org_zoom.jpg,2/ All Clothes,,,75.0,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,XXS;XS;S;M;L;XL;2XL;3XL;4XL,Color,COLOR,SİYAH ŞARDONLU;Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2,Product,Beltea Gri Oversize Baskılı Sweatshirt Sweat Elbeltea,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün MANCY tarafından gönderilecektir.
oversize kalıptır
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 100 adetten fazla stok sunulmuştur.
İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.
Bir ürün birden fazla satıcı tarafından satılabilir. Ürün liste ve detay sayfalarında tüketici memnuniyeti göz önüne alınarak fiyat avantajı, teslimat hızı, iade oranları ve genel hizmet kalitesine göre belirlenmiş puanı en yüksek satıcı görünür satıcı olur. Diğer satıcılar, ürün detay sayfasında alternatif olarak listelenirler.",https://cdn.dsmcdn.com/mnresize/128/192/ty195/product/media/images/20211013/11/146535947/262018538/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty207/product/media/images/20211023/21/155403090/272680163/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty205/product/media/images/20211020/11/152716862/269227697/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty204/product/media/images/20211021/10/153270060/270099536/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty204/product/media/images/20211022/9/154116289/271401566/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty209/product/media/images/20211022/20/154633019/271888009/1/1_org_zoom.jpg,2/ All Clothes,,,189.9,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,S;M;L;XL,Color,COLOR,laci;beyazz;beyaz;beyazzz;beyaz baskılı;gri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3,Product,AFROGİYİM Kadın Lacivert Oversize County Baskılı Sweatshirt AFRO-0063,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün AFROGİYİM tarafından gönderilecektir.
Kadın lacivert oversize county baskılı sweatshirt
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 100 adetten fazla stok sunulmuştur.
İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",https://cdn.dsmcdn.com/mnresize/128/192/ty199/product/media/images/20211015/13/148730864/264467769/1/1_org_zoom.jpg,2/ All Clothes,,,150.0,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,S;M;L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4,Product,Penti Ten Lotus Sütyen PLFGXGJM19SK-SKI,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün Butik Cool tarafından gönderilecektir.
Bu harika sütyen mükemmel toparlama etkisi ile göğüslerinize yuvarlak bir form verir. Kaymaz silikon bantları straplez kullanımlarda ekstra konfor sağlar. Balenli ve dolgusuzdur. Askıları çıkarılabilir. / KADIN / Sütyen /
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.",https://cdn.dsmcdn.com/ty51/product/media/images/20210109/2/49746843/66570949/1/1_org_zoom.jpg,2/ All Clothes,,,199.0,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,70C;75B;75C;75D;80A;80B;80C;80D;85B;85C;85D;90B;90C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
