handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,brand
product_0,Product,HUMMEL Vıborg Smu Sneaker Unisex Spor Ayakkabı Whıte 212150-9001,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün BOYNER tarafından gönderilecektir.
Hummel Vıborg Smu Sneaker Unisex Spor Ayakkabı WHITE 212150-9001 Bu İlan TİCİMAX Sistemleri ile Listelenmiştir
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.
İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",https://cdn.dsmcdn.com/ty184/product/media/images/20210928/0/136919734/86593197/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty184/product/media/images/20210928/0/136919734/86593198/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty183/product/media/images/20210927/23/136915624/89007731/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty185/product/media/images/20210927/23/136915624/89007716/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty184/product/media/images/20210927/23/136915624/86794482/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty183/product/media/images/20210927/23/136915624/89007722/1/1_org_zoom.jpg,2/ All Clothes,,,50.0,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,36;37;38;39;40;41;42;43;44;45,Color,COLOR,9001;9057;Lacivert;7487;2001;3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1,Product,GNY AYAKKABI Kadın Siyah Dalgıç Kumaş Dizaltı Çizme GNYAYKKBBC0004,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün GNY AYAKKABI tarafından gönderilecektir.
Topuk Yüksekliği 3 cm Yerli üretim 1. Kalite Su geçirmez Dalgıç ve Cilt malzemeden üretilmiştir.
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 5 adetten fazla stok sunulmuştur.
İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",https://cdn.dsmcdn.com/mnresize/128/192/ty251/product/media/images/20211118/10/182465437/81878305/1/1_org_zoom.jpg,2/ All Clothes,,,219.9,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,36;37;38;39;40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2,Product,HUMMEL Ismır Smu Sneaker Unisex Spor Ayakkabı Black 212151-2001,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün Trendyol tarafından gönderilecektir.
Hummel Ismır Smu Sneaker Unisex Spor Ayakkabı BLACK 212151-2001
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 10 adetten fazla stok sunulmuştur.
Bir ürün birden fazla satıcı tarafından satılabilir. Ürün liste ve detay sayfalarında tüketici memnuniyeti göz önüne alınarak fiyat avantajı, teslimat hızı, iade oranları ve genel hizmet kalitesine göre belirlenmiş puanı en yüksek satıcı görünür satıcı olur. Diğer satıcılar, ürün detay sayfasında alternatif olarak listelenirler.",https://cdn.dsmcdn.com/mnresize/128/192/ty141/product/media/images/20210708/14/108334198/83579826/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty184/product/media/images/20210928/0/136919734/83002208/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty142/product/media/images/20210708/14/108333765/113229130/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty59/product/media/images/20210125/11/56914402/81474337/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty183/product/media/images/20210928/0/136919734/83002235/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty183/product/media/images/20210928/0/136919734/83002195/1/1_org_zoom.jpg,2/ All Clothes,,,334.95,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,36;37;38;39;40;41;42;43;44;45;46,Color,COLOR,1525;9001;6999;Siyah;2590;7959,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3,Product,Madamra Siyah Kadın Bot&bootie MK1345021KR20-003,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün Madamra tarafından gönderilecektir.
1.Sınıf suni deriden üretilmiştir. Rahat tabandır. Topuk boyu:7 cm
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 100 adetten fazla stok sunulmuştur.
İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.",https://cdn.dsmcdn.com/mnresize/128/192/ty182/product/media/images/20210921/17/134873892/247908962/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty181/product/media/images/20210921/17/134874859/247910100/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty185/product/media/images/20211001/12/137964397/247911701/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty181/product/media/images/20210921/17/134876474/247911816/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty181/product/media/images/20210921/17/134875999/247912540/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty181/product/media/images/20210921/17/134874111/247909262/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty261/product/media/images/20211203/15/3575755/247923980/2/2_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty180/product/media/images/20210921/17/134873208/247908035/1/1_org_zoom.jpg,2/ All Clothes,,,469.9,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,36;37;38;39;40,Color,COLOR,Siyah Süet;Vizon;Mavi Rugan;Taba;Vizon Süet;Siyah Rugan;Siyah;Taba Süet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4,Product,Muggo Siyah Nora Kadın Chelsea Bot NORA,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün MUGGO tarafından gönderilecektir.
Marka : Muggo Taban: %100 Ortopedik Dış Materyal : 1.Sınıf İthal Velvet Malzeme İç Materyal : Sıcak Astar Tekstil Kalıp: :Tam Kalıptır. Bağlama Şekli : Kolay Giyilebilir Esnek Lastikli Topuk Boyu: 2.5 Cm
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 100 adetten fazla stok sunulmuştur.",https://cdn.dsmcdn.com/mnresize/128/192/ty247/product/media/images/20211116/10/181223370/234719049/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty166/product/media/images/20210830/14/123841801/234701528/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty166/product/media/images/20210830/14/123840753/234696892/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty171/product/media/images/20210908/15/127660215/239082836/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/ty247/product/media/images/20211116/10/181202017/234713054/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty167/product/media/images/20210830/14/123841719/234701313/1/1_org_zoom.jpg,2/ All Clothes,,,50.0,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,36;37;38;39;40,Color,COLOR,VİZON;SİYAH SÜET;TABA;VİZON SÜET;SİYAH;TABA SÜET,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5,Product,Twingo Kadın Siyah Termal Yünlü Kar Botu - Siyah NM12312040,"15 gün içinde ücretsiz iade. Detaylı bilgi için tıklayın.

Bu ürün ozay tarafından gönderilecektir.
orjınal urun 100/100 yerlı uretım termo kaucuk taban kaydırmaz içi kurklu sıcak astar
Bu üründen en fazla 10 adet sipariş verilebilir. 10 adetin üzerindeki siparişleri Trendyol iptal etme hakkını saklı tutar.
Kampanya fiyatından satılmak üzere 5 adetten az stok bulunmaktadır.
İncelemiş olduğunuz ürünün satış fiyatını satıcı belirlemektedir.
Bir ürün birden fazla satıcı tarafından satılabilir. Ürün liste ve detay sayfalarında tüketici memnuniyeti göz önüne alınarak fiyat avantajı, teslimat hızı, iade oranları ve genel hizmet kalitesine göre belirlenmiş puanı en yüksek satıcı görünür satıcı olur. Diğer satıcılar, ürün detay sayfasında alternatif olarak listelenirler.",https://cdn.dsmcdn.com/mnresize/128/192/ty209/product/media/images/20211023/17/155335221/272578403/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty207/product/media/images/20211023/17/155335317/272578513/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty184/product/media/images/20210926/18/136402356/249776217/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty208/product/media/images/20211023/17/155330802/272571921/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty208/product/media/images/20211023/17/155331891/272573529/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty195/product/media/images/20211012/14/145858344/261134513/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty118/product/media/images/20210524/18/91227230/61328463/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty183/product/media/images/20210926/18/136402366/249776245/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty207/product/media/images/20211023/17/155334649/272577724/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/ty185/product/media/images/20210927/15/136817138/250219257/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty184/product/media/images/20210926/18/136402354/249776211/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty197/product/media/images/20211012/15/145866396/261134294/1/1_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty207/product/media/images/20211023/17/155330914/272572075/0/0_org_zoom.jpg;https://cdn.dsmcdn.com/mnresize/128/192/ty17/product/media/images/20201024/15/19410970/97237493/1/1_org_zoom.jpg,2/ All Clothes,,,349.0,,FALSE,PERCENT,0,InStock,0,Size,DROP_DOWN,36;37;38;39;40,Color,COLOR,Püskül Motifli Siyah 99033;Zümrüt Siyah 9077;Siyah-Kamufulaj;Zümrüt Siyah 7333;Kürklü Yıldız Motif Siyah 7355;Siyah Kalın Taban 26523;Siyah;Beyaz-Bantlı;Kürklü Yıldız Motif Desen Siyah;Siyah - Siyah KB 24634532;Siyah-Bantlı;Siyah Mat Sunı Derı262362;Püskül Motif Siyah Kırmızı 9855;Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
